time,pd_error,lqr_error,hybrid_error,pd_tau,lqr_tau,hybrid_tau
11.42,9.373384840004766,9.53639939361324,12.758547612958433,0.0021951094773061583,0.4330127018922193,0.4329964545185762
11.44,9.377445159920253,9.528673225371804,12.749591078446011,0.0009751541453007214,0.4330127018922193,0.4330127018922193
11.46,9.38215156275618,9.520948368697933,12.740645346768712,0.0016927252101693099,0.4330127018922193,0.4329960841789644
11.48,9.38852470900958,9.51321951420144,12.73169836615996,0.0016527303746297025,0.4330127018922193,0.4330127018922193
11.5,9.393185198277768,9.505492117084556,12.722762400598283,0.004610074062529765,0.4330127018922193,0.4329960396604612
11.52,9.39742097339577,9.497760703276372,12.713825220957197,0.0042229433972935885,0.4330127018922193,0.4330127018922193
11.540000000000001,9.40308755148545,9.49003089520527,12.704899296647874,0.0032895230885634304,0.4330127018922193,0.43299584502836935
11.56,9.40808879034397,9.482297053728313,12.695972220855143,0.0024108649521401094,0.4330127018922193,0.4330127018922193
11.58,9.41298697207771,9.474564968912615,12.687056425817936,0.0032063884079406393,0.4330127018922193,0.43299693819692914
11.6,9.418116761995751,9.466828836148835,12.678139326834657,0.0021480791322406813,0.4330127018922193,0.4330127018922193
11.620000000000001,9.424870089170065,9.459094613558172,12.669233823803436,0.0030635255273013012,0.4330127018922193,0.4329963284911369
11.64,9.430053823004224,9.451356330666714,12.660327154423044,0.005367324403690086,0.4330127018922193,0.4330127018922193
11.66,9.435462845083237,9.443620114070177,12.651432308404347,0.005346603944484505,0.4330127018922193,0.43299625666016034
11.68,9.443504521703014,9.435879827029314,12.64253634519751,0.0026599275844487874,0.4330127018922193,0.4330127018922193
11.700000000000001,9.450409208411056,9.4281417650351,12.633652473526418,0.0016971560090528678,0.4330127018922193,0.43299596051764483
11.72,9.45807638257126,9.420399624681005,12.624767574235252,0.002722276846931099,0.4330127018922193,0.4330127018922193
11.74,9.46740168015615,9.412659870777384,12.615894854299446,0.0006341714947790068,0.4330127018922193,0.4329967470052614
11.76,9.475529233440025,9.404916032845138,12.607021015607256,0.0027015080693197826,0.4330127018922193,0.4330127018922193
11.78,9.482975774234143,9.39717474544118,12.598159634983384,0.0011956715538080935,0.4330127018922193,0.43299641903308617
11.8,9.490045819903742,9.389429370606155,12.58929723554388,0.0020009770178638247,0.4330127018922193,0.4330127018922193
11.82,9.49642805822292,9.381686713072993,12.580447781271896,0.0006803821041963261,0.4330127018922193,0.4329948802577442
11.84,9.50103049429386,9.373939966991387,12.571597615856325,0.003861591980202473,0.4330127018922193,0.4330127018922193
11.86,9.505686980831214,9.366196107703233,12.562760210067209,0.004068720024957539,0.4330127018922193,0.43299733133399415
11.88,9.509808573398713,9.358448161054355,12.553921727157645,0.004851231953786913,0.4330127018922193,0.4330127018922193
11.9,9.512944566065716,9.350703273431462,12.545096174204682,0.004034657210254673,0.4330127018922193,0.43299768855657533
11.92,9.517611578698443,9.34295430195996,12.536269535387646,0.0010262221087583923,0.4330127018922193,0.4330127018922193
11.94,9.521261217377491,9.335208564509909,12.527455944731152,0.0014700798598182537,0.4330127018922193,0.4329983668718703
11.96,9.523580566209956,9.327458749068047,12.518641207363823,0.0011226263438961909,0.4330127018922193,0.4330127018922193
11.98,9.526068561278532,9.319712345429307,12.509839975309534,0.0015672130312719972,0.4330127018922193,0.4329970635789008
12.0,9.52864875431409,9.31273875474433,12.50175570773619,0.0033579000622540314,0.4330127018922193,0.4330127018922193
12.02,9.52879179307165,9.307318047264687,12.495115625150222,0.005244972704454718,0.4330127018922193,0.43299694378880516
12.040000000000001,9.526516886282552,9.303449494773238,12.489910539145072,0.004227876092898644,0.4330127018922193,0.4330127018922193
12.06,9.524300341875216,9.301130327730883,12.486142691471123,0.0021000446190151843,0.4330127018922193,0.43299804814567305
12.08,9.52322006537671,9.300372570498428,12.483814875985741,0.003682256160676269,0.4330127018922193,0.4330127018922193
12.1,9.522218213186592,9.30116734728602,12.482922822117613,0.0030934153135596726,0.4330127018922193,0.4329979698611226
12.120000000000001,9.52035146752033,9.303539415492168,12.483481310100279,0.003915129381828581,0.4330127018922193,0.4330127018922193
12.14,9.518864155157546,9.307473782356633,12.485479547758876,0.003040531411411951,0.4330127018922193,0.43299676915642266
12.16,9.520117126754352,9.31300786250164,12.48894426985915,0.0016436693352187878,0.4330127018922193,0.4330127018922193
12.18,9.525259770432083,9.320120524845194,12.493857768328349,0.003971869588503863,0.4330127018922193,0.43299677023174216
12.200000000000001,9.53293448997884,9.32886170907739,12.5002586691707,0.001764567728599339,0.4330127018922193,0.4330127018922193
12.22,9.54120154624871,9.339204114150357,12.508122540230062,0.003368002895936693,0.4330127018922193,0.4329968192658986
12.24,9.548147500136142,9.351210016616156,12.517499801800321,0.004343004805039617,0.4330127018922193,0.4330127018922193
12.26,9.55350914686316,9.364845904187522,12.528359300034682,0.0037279080747318356,0.4330127018922193,0.4329968601280541
12.280000000000001,9.557733300061054,9.380186146730415,12.540763118909217,0.0034709225688966797,0.4330127018922193,0.4330127018922193
12.3,9.562321625462625,9.397190970828767,12.554673411528269,0.0044785199524265875,0.4330127018922193,0.4329966590433105
12.32,9.567674919688844,9.415946541949099,12.570163760734392,0.002878989304528777,0.4330127018922193,0.4330127018922193
12.34,9.571715298412872,9.43640676843313,12.587189180634109,0.003937450053168156,0.4330127018922193,0.4329988649643373
12.36,9.573098509888053,9.458669261178194,12.605834563460908,0.0061604202319363414,0.4330127018922193,0.4330127018922193
12.38,9.570513820306973,9.482681547741578,12.626048691905963,0.006016878456296483,0.4330127018922193,0.43299785781307487
12.4,9.567490550423562,9.508552284123812,12.64792752951919,0.0014341393481736209,0.4330127018922193,0.4330127018922193
12.42,9.56389936090767,9.536222551339106,12.671412798387768,0.006145831407824511,0.4330127018922193,0.4329986103265664
12.44,9.559072081369013,9.565811602939428,12.696611276610788,0.0018247145168570963,0.4330127018922193,0.4330127018922193
12.46,9.556723508670697,9.565591829608866,12.723458323323491,0.00357555650855282,0.4019922915944137,0.4329966740977768
12.48,9.55310609422477,9.535544432046331,12.75207122727583,0.006712597078572554,0.4330127018922193,0.4330127018922193
12.5,9.547840146081677,9.506409683430487,12.781603747410413,0.003341932968838168,0.4330127018922193,0.43299844730616993
12.52,9.544485399155725,9.477403347204621,12.811387035511956,0.001982455534729489,0.4330127018922193,0.4330127018922193
12.540000000000001,9.542143499198646,9.448468975617331,12.84132042384338,0.0018556704906850666,0.4330127018922193,0.43299886625494327
12.56,9.537864130717908,9.419664301901701,12.871500339806756,0.003964073725361094,0.4330127018922193,0.4330127018922193
12.58,9.53370111509799,9.390932660631691,12.901826863566635,0.004377028950328405,0.4330127018922193,0.43299923896420495
12.6,9.53190809432016,9.362332021114357,12.932395722285095,0.0012510233779117498,0.4330127018922193,0.4330127018922193
12.620000000000001,9.530893238553276,9.333805499003601,12.963107460003354,0.0015942214589302634,0.4330127018922193,0.4330014694291303
12.64,9.52775124452076,9.305411300938852,12.994057113287528,0.0049621856004588814,0.4330127018922193,0.4330127018922193
12.66,9.523320678133734,9.277092322432868,13.02514626146576,0.002624608167655996,0.4330127018922193,0.43300175482573944
12.68,9.521974822911812,9.248907008671292,13.056469244898734,0.002986560215170556,0.4330127018922193,0.4330127018922193
